entry_time,entry_price,exit_time,exit_price,direction,profit_loss,strategy,symbol,resolution,holding_bars,points
2030-09-15 12:50:24,1379.84,2030-09-20 12:50:24,1379.46,long,-38.59,random_realistic,GCZ,1d,5,-0.38
2030-09-15 23:00:24,19325.81,2030-09-19 23:00:24,19323.74,short,40.84,random_realistic,NQ,1d,4,2.07
2030-09-20 10:00:24,19278.09,2030-09-20 12:45:24,19278.67,long,11.24,momentum,NQ,15min,11,0.59
2030-09-20 16:50:24,1359.18,2030-09-22 16:50:24,1359.72,short,-55.19,SMA_crossover,GCZ,1d,2,-0.55
2030-09-21 02:45:24,19199.83,2030-09-21 04:15:24,19198.57,long,-25.75,random_realistic,NQ,5min,18,-1.26
2030-09-22 04:15:24,19036.01,2030-09-22 04:59:24,19036.96,long,18.55,SMA_crossover,NQ,1min,44,0.95
2030-09-22 23:59:24,19041.43,2030-09-29 23:59:24,19041.58,long,2.52,RSI_breakout,NQ,1d,7,0.15
2030-09-23 08:50:24,1357.49,2030-09-23 09:30:24,1357.07,long,-42.7,random_realistic,GCZ,5min,8,-0.42
2030-09-23 13:30:24,1384.64,2030-09-23 14:40:24,1385.03,short,-38.79,RSI_breakout,GCZ,5min,14,-0.38
2030-09-24 11:40:24,1384.43,2030-09-24 11:45:24,1383.97,long,-46.08,RSI_breakout,GCZ,1min,5,-0.46
2030-09-24 20:45:24,1374.92,2030-09-24 22:15:24,1375.59,long,66.27,momentum,GCZ,15min,6,0.67
2030-09-25 14:15:24,1381.81,2030-09-25 15:08:24,1381.16,short,64.92,SMA_crossover,GCZ,1min,53,0.65
2030-09-26 11:08:24,1386.68,2030-09-26 12:53:24,1386.07,short,59.83,random_realistic,GCZ,15min,7,0.6
2030-09-27 01:53:24,1396.55,2030-09-28 01:53:24,1396.97,short,-43.12,random_realistic,GCZ,1d,1,-0.43
2030-09-28 06:53:24,1384.54,2030-09-28 08:58:24,1384.94,long,40.29,SMA_crossover,GCZ,5min,25,0.41
2030-09-28 15:58:24,1385.86,2030-09-28 16:23:24,1386.33,short,-47.46,SMA_crossover,GCZ,5min,5,-0.47
2030-09-29 13:23:24,1394.96,2030-10-01 13:23:24,1395.74,long,77.75,momentum,GCZ,1d,2,0.78
2030-09-30 20:59:24,19029.1,2030-10-10 20:59:24,19028.02,long,-22.05,SMA_crossover,NQ,1d,10,-1.08
2030-10-02 06:23:24,1390.23,2030-10-09 06:23:24,1390.46,long,22.94,random_realistic,GCZ,1d,7,0.23
2030-10-10 06:23:24,1367.87,2030-10-15 06:23:24,1368.35,long,46.87,random_realistic,GCZ,1d,5,0.47
2030-10-11 06:59:24,19044.45,2030-10-11 09:14:24,19045.18,long,14.14,SMA_crossover,NQ,15min,9,0.73
2030-10-12 03:14:24,19045.08,2030-10-12 03:22:24,19043.88,long,-24.55,RSI_breakout,NQ,1min,8,-1.2
2030-10-12 15:22:24,19078.85,2030-10-19 15:22:24,19079.42,long,10.79,SMA_crossover,NQ,1d,7,0.56
2030-10-15 12:23:24,1369.54,2030-10-18 12:23:24,1368.93,long,-60.95,RSI_breakout,GCZ,1d,3,-0.6
2030-10-19 11:23:24,1384.57,2030-10-19 12:23:24,1383.99,short,57.16,random_realistic,GCZ,15min,4,0.58
2030-10-20 06:22:24,19050.1,2030-10-20 07:02:24,19051.2,short,-22.5,random_realistic,NQ,5min,8,-1.1
2030-10-20 08:23:24,1408.11,2030-10-20 08:27:24,1407.7,long,-41.43,random_realistic,GCZ,1min,4,-0.41
2030-10-20 12:02:24,19073.63,2030-10-21 12:02:24,19074.0,long,6.82,RSI_breakout,NQ,1d,1,0.37
2030-10-21 02:27:24,1400.0,2030-10-21 03:14:24,1400.11,long,10.02,SMA_crossover,GCZ,1min,47,0.11
2030-10-21 10:14:24,1389.79,2030-10-21 10:21:24,1389.55,short,23.49,RSI_breakout,GCZ,1min,7,0.24
2030-10-21 15:21:24,1394.82,2030-10-21 16:06:24,1395.44,long,61.99,momentum,GCZ,15min,3,0.62
2030-10-21 18:02:24,19077.17,2030-10-25 18:02:24,19076.52,long,-13.38,SMA_crossover,NQ,1d,4,-0.64
2030-10-22 04:06:24,1380.53,2030-10-22 06:06:24,1380.21,long,-31.95,momentum,GCZ,15min,8,-0.31
2030-10-22 15:06:24,1381.25,2030-10-22 16:06:24,1381.54,long,28.01,momentum,GCZ,5min,12,0.29
2030-10-23 04:06:24,1384.98,2030-10-23 05:06:24,1385.03,long,4.02,RSI_breakout,GCZ,15min,4,0.05
2030-10-23 17:06:24,1379.52,2030-10-23 17:17:24,1379.14,short,37.45,random_realistic,GCZ,1min,11,0.38
2030-10-24 17:17:24,1384.39,2030-10-28 17:17:24,1384.73,long,32.82,RSI_breakout,GCZ,1d,4,0.33
2030-10-25 20:02:24,19073.93,2030-10-25 22:47:24,19074.25,short,-7.05,random_realistic,NQ,15min,11,-0.33
2030-10-26 09:47:24,19029.63,2030-10-26 10:42:24,19028.26,long,-27.92,random_realistic,NQ,5min,11,-1.37
2030-10-27 00:42:24,19035.11,2030-10-27 01:18:24,19036.14,long,19.99,random_realistic,NQ,1min,36,1.02
2030-10-27 04:18:24,19016.5,2030-10-27 06:33:24,19017.04,long,10.31,SMA_crossover,NQ,15min,9,0.54
2030-10-28 05:33:24,18965.22,2030-10-28 06:18:24,18967.53,long,45.78,random_realistic,NQ,15min,3,2.31
2030-10-28 18:18:24,18943.05,2030-10-28 18:28:24,18942.61,short,8.21,RSI_breakout,NQ,1min,10,0.44
2030-10-29 07:28:24,18914.08,2030-10-29 08:04:24,18912.79,long,-26.38,random_realistic,NQ,1min,36,-1.29
2030-10-29 17:17:24,1366.97,2030-10-29 17:24:24,1366.97,short,-0.56,random_realistic,GCZ,1min,7,-0.0
2030-10-30 08:04:24,18883.54,2030-10-30 08:32:24,18882.02,long,-30.98,random_realistic,NQ,1min,28,-1.52
2030-10-30 11:24:24,1345.14,2030-10-30 11:51:24,1344.83,short,31.23,SMA_crossover,GCZ,1min,27,0.32
2030-10-30 11:32:24,18872.65,2030-11-03 11:32:24,18873.2,long,10.59,momentum,NQ,1d,4,0.55
2030-10-30 14:51:24,1345.13,2030-10-30 15:21:24,1344.67,long,-47.44,random_realistic,GCZ,1min,30,-0.47
2030-10-30 19:21:24,1347.74,2030-10-30 19:24:24,1348.09,long,34.53,RSI_breakout,GCZ,1min,3,0.35
2030-10-31 14:24:24,1325.25,2030-10-31 15:39:24,1324.78,long,-47.79,random_realistic,GCZ,15min,5,-0.47
2030-10-31 22:39:24,1331.37,2030-11-01 03:39:24,1330.71,long,-66.12,SMA_crossover,GCZ,15min,20,-0.66
2030-11-01 11:39:24,1318.39,2030-11-05 11:39:24,1318.76,short,-37.05,random_realistic,GCZ,1d,4,-0.37
2030-11-04 09:32:24,18859.56,2030-11-04 09:38:24,18860.54,short,-20.25,RSI_breakout,NQ,1min,6,-0.99
2030-11-04 21:38:24,18912.39,2030-11-04 23:38:24,18913.33,short,-19.37,momentum,NQ,15min,8,-0.94
2030-11-05 22:38:24,18942.1,2030-11-05 22:48:24,18941.46,long,-13.42,RSI_breakout,NQ,5min,2,-0.65
2030-11-06 06:39:24,1347.13,2030-11-07 06:39:24,1347.64,long,50.39,RSI_breakout,GCZ,1d,1,0.51
2030-11-06 10:48:24,18999.21,2030-11-06 11:12:24,18997.57,short,32.26,momentum,NQ,1min,24,1.64
2030-11-07 06:12:24,19100.6,2030-11-07 07:42:24,19099.87,short,14.19,momentum,NQ,15min,6,0.73
2030-11-07 08:42:24,19128.7,2030-11-07 10:17:24,19130.04,long,26.28,momentum,NQ,5min,19,1.34
2030-11-07 09:39:24,1354.09,2030-11-07 11:09:24,1354.75,short,-66.37,momentum,GCZ,5min,18,-0.66
2030-11-08 04:17:24,19099.29,2030-11-08 04:39:24,19098.24,long,-21.46,momentum,NQ,1min,22,-1.05
2030-11-08 11:09:24,1362.66,2030-11-08 13:39:24,1362.3,long,-37.03,RSI_breakout,GCZ,15min,10,-0.37
2030-11-08 15:39:24,19147.38,2030-11-08 15:55:24,19148.59,short,-24.59,RSI_breakout,NQ,1min,16,-1.2
2030-11-08 21:39:24,1355.6,2030-11-08 21:58:24,1355.87,long,25.93,RSI_breakout,GCZ,1min,19,0.26
2030-11-09 06:58:24,1366.17,2030-11-10 06:58:24,1365.79,long,-38.35,momentum,GCZ,1d,1,-0.38
2030-11-09 08:55:24,19159.89,2030-11-16 08:55:24,19158.98,long,-18.79,random_realistic,NQ,1d,7,-0.91
2030-11-10 22:58:24,1363.47,2030-11-11 00:58:24,1363.82,short,-35.32,RSI_breakout,GCZ,15min,8,-0.35
2030-11-12 00:58:24,1354.85,2030-11-12 05:13:24,1355.05,short,-20.4,SMA_crossover,GCZ,15min,17,-0.2
2030-11-12 12:13:24,1336.8,2030-11-12 13:13:24,1336.87,short,-8.12,random_realistic,GCZ,5min,12,-0.08
2030-11-13 06:13:24,1341.66,2030-11-13 07:08:24,1341.75,short,-9.41,momentum,GCZ,5min,11,-0.09
2030-11-14 03:08:24,1357.03,2030-11-20 03:08:24,1356.69,long,-34.84,random_realistic,GCZ,1d,6,-0.34
2030-11-17 03:55:24,19150.01,2030-11-17 04:40:24,19150.19,short,-4.02,SMA_crossover,NQ,15min,3,-0.18
2030-11-17 11:40:24,19141.08,2030-11-19 11:40:24,19139.74,short,26.19,RSI_breakout,NQ,1d,2,1.33
2030-11-20 07:40:24,19198.67,2030-11-20 11:55:24,19199.86,short,-24.24,SMA_crossover,NQ,15min,17,-1.19
2030-11-20 15:55:24,19245.18,2030-11-26 15:55:24,19243.35,short,36.09,RSI_breakout,NQ,1d,6,1.83
2030-11-21 01:08:24,1366.02,2030-11-21 01:53:24,1367.0,long,97.42,RSI_breakout,GCZ,5min,9,0.98
2030-11-21 04:53:24,1366.47,2030-11-21 06:08:24,1367.01,short,-54.45,momentum,GCZ,15min,5,-0.54
2030-11-22 03:08:24,1356.48,2030-11-22 03:23:24,1356.59,long,10.59,RSI_breakout,GCZ,1min,15,0.11
2030-11-22 15:23:24,1324.44,2030-11-22 16:53:24,1324.82,short,-38.35,momentum,GCZ,5min,18,-0.38
2030-11-23 09:53:24,1336.1,2030-11-23 10:38:24,1335.64,long,-46.12,momentum,GCZ,15min,3,-0.46
2030-11-23 19:38:24,1338.4,2030-11-23 21:18:24,1338.89,short,-49.84,momentum,GCZ,5min,20,-0.49
2030-11-24 18:18:24,1326.75,2030-11-24 19:03:24,1327.17,short,-42.31,RSI_breakout,GCZ,15min,3,-0.42
2030-11-25 08:03:24,1336.58,2030-11-25 09:08:24,1337.01,short,-43.88,RSI_breakout,GCZ,5min,13,-0.43
2030-11-25 23:08:24,1360.25,2030-12-04 23:08:24,1360.9,long,65.04,SMA_crossover,GCZ,1d,9,0.66
2030-11-26 18:55:24,19245.93,2030-11-26 19:25:24,19246.29,long,6.85,random_realistic,NQ,5min,6,0.37
2030-11-27 10:25:24,19211.14,2030-11-27 12:00:24,19212.22,short,-21.95,SMA_crossover,NQ,5min,19,-1.07
2030-11-28 12:00:24,19189.9,2030-11-28 13:15:24,19190.06,long,2.68,SMA_crossover,NQ,15min,5,0.16
2030-11-28 23:15:24,19138.36,2030-11-28 23:53:24,19139.5,short,-23.29,random_realistic,NQ,1min,38,-1.14
2030-11-29 05:53:24,19138.09,2030-11-29 05:58:24,19138.24,short,-3.37,RSI_breakout,NQ,1min,5,-0.14
2030-11-29 09:58:24,19127.85,2030-11-29 10:58:24,19128.99,long,22.36,momentum,NQ,5min,12,1.14
2030-11-29 20:58:24,19111.73,2030-11-29 21:20:24,19109.83,short,37.35,SMA_crossover,NQ,1min,22,1.89
2030-11-30 17:20:24,19176.52,2030-11-30 18:05:24,19177.36,long,16.34,random_realistic,NQ,5min,9,0.84
2030-12-01 05:05:24,19173.16,2030-12-01 07:05:24,19173.94,long,15.26,SMA_crossover,NQ,15min,8,0.79
2030-12-01 20:05:24,19167.81,2030-12-08 20:05:24,19167.12,short,13.17,RSI_breakout,NQ,1d,7,0.68
2030-12-05 03:08:24,1363.62,2030-12-05 03:38:24,1363.28,long,-34.53,RSI_breakout,GCZ,15min,2,-0.34
2030-12-06 00:38:24,1362.72,2030-12-06 02:38:24,1363.1,short,-38.4,random_realistic,GCZ,15min,8,-0.38
2030-12-06 22:38:24,1368.27,2030-12-06 22:53:24,1368.73,short,-46.58,RSI_breakout,GCZ,5min,3,-0.46
2030-12-07 13:53:24,1377.0,2030-12-10 13:53:24,1377.36,short,-35.6,SMA_crossover,GCZ,1d,3,-0.35
2030-12-09 09:05:24,19183.18,2030-12-09 09:33:24,19184.98,long,35.5,momentum,NQ,1min,28,1.8
2030-12-10 00:33:24,19154.32,2030-12-10 02:53:24,19155.73,short,-28.68,SMA_crossover,NQ,5min,28,-1.41
2030-12-10 05:53:24,19121.79,2030-12-11 05:53:24,19121.64,short,2.42,random_realistic,NQ,1d,1,0.15
2030-12-11 09:53:24,1371.13,2030-12-17 09:53:24,1371.11,long,-2.67,RSI_breakout,GCZ,1d,6,-0.02
2030-12-12 04:53:24,19097.89,2030-12-12 05:03:24,19099.17,short,-26.23,RSI_breakout,NQ,1min,10,-1.29
2030-12-13 05:03:24,19143.0,2030-12-13 06:48:24,19143.67,short,-14.07,RSI_breakout,NQ,15min,7,-0.68
2030-12-13 13:48:24,19144.61,2030-12-13 15:08:24,19143.96,long,-13.61,random_realistic,NQ,5min,16,-0.66
2030-12-13 17:08:24,19135.45,2030-12-13 18:43:24,19135.48,long,0.14,SMA_crossover,NQ,5min,19,0.03
2030-12-13 23:43:24,19161.29,2030-12-14 00:13:24,19162.22,short,-19.2,SMA_crossover,NQ,5min,6,-0.94
2030-12-14 18:13:24,19229.61,2030-12-14 20:58:24,19230.86,long,24.58,momentum,NQ,15min,11,1.25
2030-12-15 20:58:24,19166.23,2030-12-15 22:13:24,19164.32,short,37.79,RSI_breakout,NQ,5min,15,1.91
2030-12-15 23:13:24,19171.43,2030-12-16 01:13:24,19172.38,long,18.41,RSI_breakout,NQ,15min,8,0.95
2030-12-16 03:13:24,19162.25,2030-12-16 04:23:24,19162.28,short,-1.22,SMA_crossover,NQ,5min,14,-0.04
2030-12-17 00:23:24,19209.81,2030-12-17 00:35:24,19210.86,short,-21.61,momentum,NQ,1min,12,-1.06
2030-12-17 15:35:24,19151.24,2030-12-17 16:17:24,19150.6,short,12.23,random_realistic,NQ,1min,42,0.64
2030-12-17 18:53:24,1360.46,2030-12-17 21:38:24,1361.02,short,-56.86,momentum,GCZ,15min,11,-0.56
2030-12-18 10:17:24,19197.6,2030-12-18 11:17:24,19198.04,long,8.29,SMA_crossover,NQ,1min,60,0.44
2030-12-18 18:38:24,1355.47,2030-12-18 18:52:24,1355.98,long,49.97,momentum,GCZ,1min,14,0.5
2030-12-19 00:52:24,1354.35,2030-12-28 00:52:24,1354.12,short,22.75,SMA_crossover,GCZ,1d,9,0.23
2030-12-19 06:17:24,19203.04,2030-12-26 06:17:24,19201.94,long,-22.43,SMA_crossover,NQ,1d,7,-1.1
2030-12-27 00:17:24,19229.14,2030-12-27 02:17:24,19228.54,long,-12.48,random_realistic,NQ,5min,24,-0.6
2030-12-27 10:17:24,19252.17,2031-01-01 10:17:24,19251.66,short,9.68,RSI_breakout,NQ,1d,5,0.51
2030-12-28 05:52:24,1350.29,2030-12-28 06:37:24,1349.96,short,32.69,RSI_breakout,GCZ,15min,3,0.33
2030-12-28 14:37:24,1335.12,2030-12-28 15:19:24,1334.72,short,39.34,SMA_crossover,GCZ,1min,42,0.4
2030-12-29 13:19:24,1342.83,2030-12-29 14:34:24,1342.79,long,-4.42,momentum,GCZ,15min,5,-0.04
2030-12-29 16:34:24,1338.44,2030-12-29 18:49:24,1338.76,long,31.72,momentum,GCZ,15min,9,0.32
2030-12-30 03:49:24,1337.95,2030-12-30 04:17:24,1337.42,long,-54.08,momentum,GCZ,1min,28,-0.54
2030-12-30 08:17:24,1342.02,2030-12-30 09:02:24,1342.6,short,-58.87,RSI_breakout,GCZ,5min,9,-0.58
2030-12-30 17:02:24,1330.9,2030-12-30 17:16:24,1331.76,long,85.45,RSI_breakout,GCZ,1min,14,0.86
2030-12-31 17:16:24,1334.47,2030-12-31 18:16:24,1333.93,short,53.82,momentum,GCZ,5min,12,0.54
2030-12-31 20:16:24,1334.51,2030-12-31 20:56:24,1334.38,long,-13.31,random_realistic,GCZ,5min,8,-0.13
2031-01-01 07:56:24,1336.67,2031-01-01 10:41:24,1336.23,long,-45.05,momentum,GCZ,15min,11,-0.45
2031-01-01 12:41:24,1337.48,2031-01-01 14:26:24,1336.87,short,60.55,random_realistic,GCZ,15min,7,0.61
2031-01-02 00:17:24,19255.11,2031-01-02 02:47:24,19255.96,short,-17.56,momentum,NQ,15min,10,-0.85
2031-01-02 06:26:24,1346.43,2031-01-02 07:31:24,1346.86,short,-43.7,SMA_crossover,GCZ,5min,13,-0.43
2031-01-02 08:47:24,19272.6,2031-01-10 08:47:24,19272.7,short,-2.34,SMA_crossover,NQ,1d,8,-0.09
2031-01-03 01:31:24,1329.05,2031-01-03 02:46:24,1328.8,short,23.73,momentum,GCZ,15min,5,0.24
2031-01-03 11:46:24,1327.45,2031-01-06 11:46:24,1326.92,short,53.12,SMA_crossover,GCZ,1d,3,0.54
2031-01-07 04:46:24,1340.42,2031-01-07 07:31:24,1340.71,short,-29.85,random_realistic,GCZ,15min,11,-0.29
2031-01-07 09:31:24,1339.41,2031-01-07 10:46:24,1339.76,short,-35.54,random_realistic,GCZ,15min,5,-0.35
2031-01-08 04:46:24,1341.34,2031-01-08 06:21:24,1341.0,short,32.96,SMA_crossover,GCZ,5min,19,0.33
2031-01-09 04:21:24,1368.91,2031-01-09 04:41:24,1368.73,short,17.05,random_realistic,GCZ,1min,20,0.18
2031-01-09 16:41:24,1351.13,2031-01-09 18:21:24,1350.78,long,-35.78,random_realistic,GCZ,5min,20,-0.35
2031-01-10 16:21:24,1337.95,2031-01-15 16:21:24,1337.51,short,44.1,momentum,GCZ,1d,5,0.45
2031-01-11 02:47:24,19338.55,2031-01-11 06:32:24,19339.95,short,-28.59,random_realistic,NQ,15min,15,-1.4
2031-01-11 09:32:24,19334.63,2031-01-11 10:15:24,19334.75,long,1.98,SMA_crossover,NQ,1min,43,0.12
2031-01-11 22:15:24,19344.05,2031-01-12 00:30:24,19345.31,short,-25.69,momentum,NQ,15min,9,-1.26
2031-01-12 22:30:24,19345.06,2031-01-12 23:20:24,19346.39,long,26.2,RSI_breakout,NQ,5min,10,1.33
2031-01-13 05:20:24,19340.9,2031-01-13 05:45:24,19339.4,long,-30.55,random_realistic,NQ,5min,5,-1.5
2031-01-14 02:45:24,19262.51,2031-01-14 02:54:24,19261.52,long,-20.28,momentum,NQ,1min,9,-0.99
2031-01-14 21:54:24,19323.9,2031-01-14 22:19:24,19324.17,short,-5.82,momentum,NQ,1min,25,-0.27
2031-01-15 10:19:24,19327.34,2031-01-15 12:04:24,19327.38,long,0.15,momentum,NQ,15min,7,0.03
2031-01-16 00:04:24,19357.17,2031-01-16 03:04:24,19356.39,long,-16.14,random_realistic,NQ,15min,12,-0.78
2031-01-16 04:21:24,1340.28,2031-01-22 04:21:24,1340.75,short,-47.95,SMA_crossover,GCZ,1d,6,-0.47
2031-01-16 17:04:24,19316.48,2031-01-16 17:11:24,19316.4,short,1.03,momentum,NQ,1min,7,0.08
2031-01-17 06:11:24,19349.94,2031-01-17 07:01:24,19348.71,long,-25.24,RSI_breakout,NQ,5min,10,-1.24
2031-01-18 04:01:24,19227.8,2031-01-20 04:01:24,19228.0,long,3.48,RSI_breakout,NQ,1d,2,0.2
2031-01-20 23:01:24,19277.28,2031-01-20 23:40:24,19278.34,short,-21.65,SMA_crossover,NQ,1min,39,-1.06
2031-01-21 19:40:24,19289.24,2031-01-21 22:55:24,19289.45,long,3.58,random_realistic,NQ,15min,13,0.2
2031-01-22 06:21:24,1350.39,2031-01-22 07:21:24,1350.36,short,2.33,random_realistic,GCZ,15min,4,0.03
2031-01-22 06:55:24,19307.96,2031-01-22 07:06:24,19308.17,long,3.59,SMA_crossover,NQ,1min,11,0.2
2031-01-23 03:06:24,19294.29,2031-01-31 03:06:24,19293.85,short,8.38,SMA_crossover,NQ,1d,8,0.44
2031-01-23 03:21:24,1339.95,2031-01-29 03:21:24,1339.35,long,-60.56,RSI_breakout,GCZ,1d,6,-0.6
2031-01-29 19:21:24,1324.28,2031-01-29 22:21:24,1324.72,short,-45.04,random_realistic,GCZ,15min,12,-0.45
2031-01-29 23:21:24,1322.01,2031-01-30 00:36:24,1322.23,long,22.09,RSI_breakout,GCZ,15min,5,0.23
2031-01-30 18:36:24,1309.56,2031-01-30 21:36:24,1309.15,long,-41.49,SMA_crossover,GCZ,15min,12,-0.41
2031-01-31 12:06:24,19266.94,2031-02-06 12:06:24,19267.32,long,7.02,RSI_breakout,NQ,1d,6,0.38
2031-01-31 12:36:24,1308.96,2031-02-06 12:36:24,1308.4,long,-55.68,random_realistic,GCZ,1d,6,-0.55
2031-02-06 13:06:24,19270.42,2031-02-06 15:51:24,19269.74,long,-14.25,SMA_crossover,NQ,15min,11,-0.69
2031-02-07 07:51:24,19262.88,2031-02-07 09:11:24,19262.95,long,0.87,SMA_crossover,NQ,5min,16,0.07
2031-02-07 11:36:24,1318.6,2031-02-07 12:26:24,1318.45,short,14.93,RSI_breakout,GCZ,5min,10,0.15
2031-02-07 13:26:24,1317.13,2031-02-07 14:16:24,1317.43,long,29.32,random_realistic,GCZ,5min,10,0.3
2031-02-07 20:11:24,19296.8,2031-02-07 20:56:24,19295.83,long,-19.95,SMA_crossover,NQ,15min,3,-0.97
2031-02-08 11:56:24,19325.72,2031-02-08 13:56:24,19323.87,short,36.6,RSI_breakout,NQ,15min,8,1.86
2031-02-08 12:16:24,1337.6,2031-02-15 12:16:24,1336.94,short,65.53,RSI_breakout,GCZ,1d,7,0.66
2031-02-09 13:56:24,19314.07,2031-02-12 13:56:24,19313.49,short,11.17,momentum,NQ,1d,3,0.58
2031-02-13 07:56:24,19310.05,2031-02-13 09:16:24,19308.63,long,-28.95,random_realistic,NQ,5min,16,-1.42
2031-02-14 05:16:24,19266.38,2031-02-14 06:26:24,19265.01,long,-27.93,RSI_breakout,NQ,5min,14,-1.37
2031-02-14 16:26:24,19241.16,2031-02-14 18:51:24,19242.25,long,21.21,SMA_crossover,NQ,5min,29,1.09
2031-02-15 14:51:24,19184.11,2031-02-15 15:31:24,19182.59,long,-31.01,random_realistic,NQ,5min,8,-1.53
2031-02-16 00:16:24,1310.99,2031-02-17 00:16:24,1310.96,long,-2.84,momentum,GCZ,1d,1,-0.02
2031-02-16 08:31:24,19248.65,2031-02-18 08:31:24,19249.26,long,11.82,momentum,NQ,1d,2,0.62
2031-02-17 23:16:24,1348.74,2031-02-17 23:53:24,1348.21,long,-53.17,SMA_crossover,GCZ,1min,37,-0.53
2031-02-18 01:53:24,1336.7,2031-02-18 03:53:24,1337.07,short,-37.84,SMA_crossover,GCZ,5min,24,-0.37
2031-02-18 19:31:24,19244.93,2031-02-19 00:16:24,19242.96,short,38.93,SMA_crossover,NQ,15min,19,1.97
2031-02-19 03:53:24,1344.22,2031-02-19 04:16:24,1343.97,long,-25.39,random_realistic,GCZ,1min,23,-0.25
2031-02-19 06:16:24,19232.38,2031-02-19 10:16:24,19231.93,long,-9.36,SMA_crossover,NQ,15min,16,-0.44
2031-02-20 03:16:24,1320.92,2031-02-20 03:36:24,1321.25,short,-34.06,random_realistic,GCZ,5min,4,-0.34
2031-02-20 09:16:24,19273.03,2031-02-20 09:33:24,19274.05,short,-20.89,RSI_breakout,NQ,1min,17,-1.02
2031-02-20 12:36:24,1342.93,2031-02-20 12:51:24,1342.52,long,-41.07,random_realistic,GCZ,1min,15,-0.41
2031-02-21 07:33:24,19270.07,2031-02-21 08:11:24,19268.99,long,-22.21,SMA_crossover,NQ,1min,38,-1.09
2031-02-21 10:51:24,1318.89,2031-02-23 10:51:24,1319.32,short,-43.72,momentum,GCZ,1d,2,-0.43
2031-02-22 02:11:24,19279.25,2031-02-22 02:31:24,19278.46,long,-16.32,SMA_crossover,NQ,1min,20,-0.79
2031-02-22 23:31:24,19279.36,2031-02-27 23:31:24,19280.7,short,-27.34,random_realistic,NQ,1d,5,-1.34
2031-02-23 21:51:24,1321.42,2031-02-26 21:51:24,1321.71,long,27.81,random_realistic,GCZ,1d,3,0.28
2031-02-27 11:51:24,1327.78,2031-02-27 12:10:24,1328.21,long,41.63,momentum,GCZ,1min,19,0.42
2031-02-28 01:10:24,1317.44,2031-02-28 03:10:24,1317.35,short,9.1,momentum,GCZ,15min,8,0.1
2031-02-28 04:10:24,1326.58,2031-03-07 04:10:24,1326.84,long,25.95,SMA_crossover,GCZ,1d,7,0.26
2031-02-28 14:31:24,19267.09,2031-03-04 14:31:24,19268.31,short,-24.79,momentum,NQ,1d,4,-1.21
2031-03-05 09:31:24,19290.71,2031-03-05 12:01:24,19291.25,long,10.35,momentum,NQ,15min,10,0.54
2031-03-06 12:01:24,19261.62,2031-03-06 12:31:24,19262.35,long,14.21,SMA_crossover,NQ,5min,6,0.74
2031-03-07 06:31:24,19285.64,2031-03-13 06:31:24,19287.01,short,-27.9,SMA_crossover,NQ,1d,6,-1.37
2031-03-07 11:10:24,1316.74,2031-03-07 12:01:24,1316.22,long,-51.72,SMA_crossover,GCZ,1min,51,-0.51
2031-03-07 18:01:24,1309.08,2031-03-07 18:07:24,1309.0,short,7.37,RSI_breakout,GCZ,1min,6,0.08
2031-03-08 05:07:24,1327.49,2031-03-08 07:12:24,1328.43,long,93.87,random_realistic,GCZ,5min,25,0.94
2031-03-09 00:12:24,1341.51,2031-03-09 01:05:24,1341.99,short,-49.21,SMA_crossover,GCZ,1min,53,-0.49
2031-03-10 00:05:24,1342.93,2031-03-10 01:10:24,1342.92,long,-0.82,RSI_breakout,GCZ,5min,13,-0.0
2031-03-10 22:10:24,1341.67,2031-03-10 22:35:24,1341.28,short,38.85,momentum,GCZ,5min,5,0.39
2031-03-11 21:35:24,1374.69,2031-03-21 21:35:24,1374.32,long,-37.92,SMA_crossover,GCZ,1d,10,-0.37
2031-03-14 02:31:24,19305.75,2031-03-14 02:47:24,19304.84,long,-18.55,momentum,NQ,1min,16,-0.9
2031-03-14 22:47:24,19283.45,2031-03-14 23:31:24,19283.16,short,5.35,SMA_crossover,NQ,1min,44,0.29
2031-03-15 06:31:24,19262.44,2031-03-15 06:54:24,19263.56,short,-22.78,random_realistic,NQ,1min,23,-1.11
2031-03-15 23:54:24,19194.81,2031-03-19 23:54:24,19193.74,long,-21.73,SMA_crossover,NQ,1d,4,-1.06
2031-03-20 05:54:24,19232.77,2031-03-20 07:39:24,19233.95,short,-24.11,random_realistic,NQ,15min,7,-1.18
2031-03-20 16:39:24,19262.4,2031-03-20 20:24:24,19261.73,long,-13.93,random_realistic,NQ,15min,15,-0.67
2031-03-20 23:24:24,19310.33,2031-03-20 23:56:24,19311.23,short,-18.55,random_realistic,NQ,1min,32,-0.9
2031-03-21 18:56:24,19313.54,2031-03-21 20:41:24,19312.21,long,-27.15,random_realistic,NQ,15min,7,-1.33
2031-03-22 00:35:24,1386.77,2031-03-22 02:05:24,1387.12,short,-35.25,momentum,GCZ,15min,6,-0.35
2031-03-22 11:41:24,19283.78,2031-03-22 13:56:24,19283.48,short,5.49,SMA_crossover,NQ,5min,27,0.3
2031-03-23 01:05:24,1391.0,2031-03-23 01:25:24,1390.72,long,-28.44,random_realistic,GCZ,5min,4,-0.28
2031-03-23 06:56:24,19292.62,2031-03-23 08:26:24,19291.32,long,-26.59,SMA_crossover,NQ,5min,18,-1.3
